"","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_verifications","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","number_of_reviews","reviews_per_month","review_scores_rating","instant_bookable","fully_booked_30","host_since_months_int"
"8214","within a few hours",100,89,"FALSE",4,"phone_only",-33.96183851,18.49856425,"Entire home/apt",6,2,3,3,1250,2,365,2,365,29,1.16,4.83,"FALSE","no",43
"8215","within an hour",100,91,"FALSE",29,"phone_email",-33.9091613,18.3981255,"Entire home/apt",10,5,4,5,2817,2,1080,2.2,1125,49,2.34,4.43,"FALSE","no",68
"8216","within a few hours",100,93,"TRUE",2,"phone_email",-33.92699,18.40614,"Entire home/apt",2,1,1,2,2250,3,365,3,365,48,0.86,4.9,"FALSE","no",160
"8217","within an hour",100,78,"TRUE",55,"phone_email",-33.96432,18.37814,"Entire home/apt",8,5,4,5,24960,7,1125,7,1125,1,0.11,5,"FALSE","no",126
"8218","within an hour",99,88,"FALSE",83,"phone_email",-33.90977,18.4107,"Entire home/apt",4,2,2,2,1576,3,365,4.3,365,8,0.98,4.88,"FALSE","no",163
"8219","within an hour",100,91,"TRUE",3,"phone_email",-33.92031297,18.42151023,"Entire home/apt",2,1,1,1,1300,2,730,2,1125,15,1.42,5,"FALSE","no",24
"8220","within an hour",100,89,"FALSE",1,"phone_email",-34.10484,18.47426,"Entire home/apt",7,2,4,6,2000,3,31,3,31,12,0.37,4.92,"FALSE","yes",130
"8221","within an hour",96,94,"TRUE",75,"phone_email",-33.9644936,18.3740354,"Entire home/apt",6,3,3,4,8088,3,365,3.4,365,18,0.82,4.89,"FALSE","yes",156
"8222","within an hour",100,99,"TRUE",1,"phone_email",-34.02469,18.46194,"Entire home/apt",2,1,1,1,520,1,92,1,1125,198,5.71,4.9,"FALSE","no",43
"8223","within an hour",90,95,"TRUE",2,"phone_email",-33.90968,18.4064,"Private room",2,1,0,1,1029,2,1125,1,731,111,1.41,4.91,"FALSE","no",86
"8224","within a few hours",100,86,"TRUE",1,"phone_email",-33.90934,18.40573,"Entire home/apt",5,2,3,4,6609,2,365,1.7,365,100,0.84,4.98,"FALSE","no",133
"8225","within an hour",100,100,"TRUE",1,"phone_email",-33.93434,18.40657,"Entire home/apt",2,1.5,1,1,1129,2,45,2,1125,119,1.69,4.86,"FALSE","no",129
"8226","within an hour",100,100,"TRUE",1,"phone_only",-33.9715009,18.4769857,"Entire home/apt",3,1,1,3,1035,2,14,2,1125,21,1,4.95,"FALSE","no",161
"8227","within an hour",100,100,"TRUE",5,"phone_email",-33.92178947,18.38257399,"Entire home/apt",6,2,3,3,2081,1,365,2,365,14,1.48,4.93,"TRUE","no",19
"8228","within an hour",100,88,"FALSE",3,"phone_only",-33.91703,18.3935,"Entire home/apt",2,1,1,1,1338,2,21,1.5,731,3,0.23,4.33,"FALSE","no",86
"8229","within an hour",100,100,"FALSE",1,"phone_email",-33.9173083,18.388356,"Entire home/apt",2,1,0,1,1198,1,365,1.3,1125,10,0.75,4.6,"TRUE","no",21
"8230","within an hour",100,39,"TRUE",5,"phone_email",-33.88357,18.65254,"Entire home/apt",1,1,1,1,379,7,365,7,365,3,0.2,5,"FALSE","yes",44
"8231","within an hour",100,100,"FALSE",85,"phone_email",-33.8089336,18.4700071,"Entire home/apt",2,1,1,1,1744,1,365,3.2,365,3,0.1,3.67,"TRUE","yes",167
"8232","within a few hours",100,95,"TRUE",2,"phone_email",-34.19547,18.37594,"Entire home/apt",8,3.5,4,5,4500,2,60,2,60,72,0.78,4.92,"FALSE","no",137
"8233","within an hour",100,97,"FALSE",5,"phone_email",-33.9267,18.44682,"Entire home/apt",2,1,1,1,733,1,365,1,365,8,0.44,4.88,"TRUE","no",47
"8234","within an hour",100,95,"TRUE",2,"phone_email",-34.03333,18.4398,"Entire home/apt",4,1,1,3,1650,2,1125,2,1125,44,0.34,4.8,"FALSE","yes",143
"8235","within an hour",100,74,"TRUE",1,"phone_email",-33.92729,18.5114,"Private room",2,1,1,1,733,1,1125,1,1125,54,0.52,4.93,"FALSE","no",113
"8236","within an hour",100,100,"FALSE",3,"phone_email",-33.91587,18.41832,"Entire home/apt",2,1,1,1,1260,5,365,5,1125,26,0.18,4.58,"FALSE","no",170
"8237","within an hour",99,100,"TRUE",46,"phone_email",-33.915302,18.42835418,"Entire home/apt",2,1,1,1,1445,1,365,2,1125,64,2.26,4.81,"TRUE","no",64
"8238","within a day",93,60,"TRUE",3,"phone_email",-33.95203,18.38081,"Entire home/apt",2,1,0,1,723,3,10,3,10,192,1.35,4.93,"FALSE","no",149
"8239","within an hour",100,96,"TRUE",2,"phone_email",-33.91287,18.39306,"Entire home/apt",7,3,4,4,5792,3,365,3,365,3,0.32,4.67,"FALSE","yes",131
"8240","within an hour",97,95,"FALSE",31,"phone_email",-33.91589,18.39334,"Entire home/apt",4,2,2,2,2168,3,365,3,365,3,0.84,5,"FALSE","no",85
"8241","within a day",100,76,"TRUE",1,"phone_email",-33.82299,18.48104,"Entire home/apt",4,2,2,3,2500,1,1125,1,1125,10,0.61,5,"FALSE","yes",118
"8242","within an hour",100,98,"TRUE",43,"phone_email",-33.91008759,18.39666367,"Entire home/apt",2,1,0,0,1449,2,728,3.4,728,197,3.73,4.78,"FALSE","no",154
"8243","within an hour",100,94,"FALSE",30,"phone_email",-33.91663,18.41736,"Entire home/apt",6,3.5,3,3,5080,2,365,2.5,365,10,0.53,4.7,"TRUE","no",145
"8244","within an hour",100,99,"TRUE",4,"phone_email",-33.9036,18.39864,"Entire home/apt",2,1.5,1,1,1649,3,30,3.2,1125,202,2.13,4.96,"TRUE","no",115
"8245","within an hour",100,100,"TRUE",2,"phone_email",-33.7921021,18.45729261,"Entire home/apt",4,2,2,2,1170,2,90,3.9,1125,10,1.43,5,"TRUE","yes",66
"8246","within a few hours",100,100,"FALSE",2,"phone_email",-33.90978,18.41263,"Entire home/apt",4,2,2,2,3538,3,30,3.2,30,3,0.15,5,"TRUE","no",35
"8247","within an hour",100,90,"FALSE",1,"phone_email",-34.05475,18.82647,"Entire home/apt",10,4,5,7,6864,7,1125,7,1125,19,0.23,4.95,"FALSE","yes",95
"8248","within an hour",100,95,"FALSE",4,"phone_email",-33.89301,18.48406,"Entire home/apt",5,2,2,2,2900,3,21,3,21,18,0.31,4.5,"FALSE","no",147
"8249","within a few hours",100,90,"TRUE",1,"phone_email",-34.03449,18.34445,"Entire home/apt",2,1,1,1,1305,2,1125,2,1125,146,2.07,4.95,"FALSE","no",99
"8250","within an hour",100,92,"FALSE",20,"phone_email",-33.936802,18.3785528,"Entire home/apt",2,1,0,1,1096,1,365,4.4,365,10,2.21,4.8,"FALSE","no",101
"8251","a few days or more",0,24,"FALSE",1,"phone_email",-34.07717,18.86088,"Entire home/apt",2,1,1,1,724,2,1125,2,1125,10,0.09,5,"FALSE","yes",136
"8252","within an hour",99,96,"TRUE",22,"phone_email",-33.95918,18.38063,"Entire home/apt",4,2,2,4,4275,3,1124,3.2,1124,40,0.41,4.88,"FALSE","no",146
"8253","within an hour",100,100,"FALSE",1,"phone_email",-33.8958043,18.5076684,"Entire home/apt",2,1,0,1,1043,2,90,2.3,1125,1,1,5,"TRUE","no",8
"8254","within an hour",89,72,"FALSE",13,"phone_email",-33.81763319,18.51982679,"Private room",1,1,1,1,299,2,32,2,32,11,0.54,4.64,"FALSE","no",80
"8255","within an hour",96,68,"FALSE",3,"phone_email",-34.01826,18.4441,"Entire home/apt",2,1,1,1,616,1,21,1,21,56,0.54,4.73,"FALSE","no",152
"8256","within an hour",100,99,"FALSE",40,"phone_email",-33.92973,18.45881,"Entire home/apt",2,1,0,1,592,3,365,3.3,365,48,1.45,4.65,"TRUE","no",100
"8257","within an hour",100,100,"FALSE",1,"phone_email",-33.92311,18.41689,"Entire home/apt",2,1,1,1,1142,2,365,2,1125,81,1.76,4.6,"TRUE","no",127
"8258","within an hour",100,87,"FALSE",1,"phone_email",-34.09843337,18.48879296,"Entire home/apt",6,1,2,2,581,1,1125,1,1125,5,0.58,4.6,"TRUE","yes",16
"8259","within an hour",100,92,"TRUE",1,"phone_email",-34.13552,18.43255,"Entire home/apt",6,1.5,3,4,1703,2,1125,2,1125,50,0.59,4.78,"FALSE","no",93
"8260","within an hour",97,95,"FALSE",31,"phone_email",-34.04377473,18.35961031,"Entire home/apt",6,2,3,3,3314,3,365,3,365,12,0.39,4.92,"FALSE","no",85
"8261","within an hour",100,100,"FALSE",5,"phone_email",-33.9557215,18.3829177,"Entire home/apt",4,1,2,2,1356,2,365,2.3,1125,17,1.81,3.94,"TRUE","no",17
"8262","within an hour",91,91,"FALSE",4,"phone_email",-33.81747,18.47464,"Entire home/apt",6,2,3,4,2259,1,30,1.6,1125,85,3.27,4.78,"FALSE","no",34
"8263","within a few hours",100,100,"FALSE",1,"phone_email",-34.09007057,18.81183889,"Entire home/apt",6,2,2,2,1260,6,90,6,90,1,1,5,"FALSE","no",127
"8264","within an hour",100,96,"TRUE",14,"phone_email",-33.8999134,18.4088009,"Entire home/apt",4,2,2,2,2147,1,365,4.5,365,22,5.45,4.91,"FALSE","no",113
"8265","within a day",75,50,"FALSE",1,"phone_email",-33.96934828,18.48032385,"Entire home/apt",8,3,3,3,5700,4,365,4.1,365,2,0.23,5,"FALSE","no",121
"8266","within an hour",100,100,"TRUE",2,"phone_email",-33.87827,18.58042,"Entire home/apt",4,2,2,3,1003,5,28,5,1125,37,0.26,4.92,"FALSE","no",150
"8267","within a day",100,88,"FALSE",7,"phone_email",-34.20577,18.45323,"Private room",2,1,1,1,2463,1,365,1,365,1,0.14,5,"FALSE","no",15
"8268","within a few hours",100,93,"TRUE",1,"phone_email",-33.9328,18.40644,"Entire home/apt",2,1,1,1,2281,2,45,2.2,45,163,1.24,4.93,"FALSE","no",143
"8269","within an hour",97,99,"FALSE",14,"phone_email",-33.92752,18.44508,"Entire home/apt",2,1,1,1,943,2,365,2.1,365,6,2,4.67,"TRUE","no",79
"8270","within an hour",100,90,"TRUE",2,"phone_email",-34.02194,18.44848,"Entire home/apt",6,3,3,3,4850,2,365,2,365,4,0.38,5,"FALSE","no",110
"8271","within a day",100,60,"FALSE",1,"phone_email",-33.96187,18.37526,"Entire home/apt",6,4,3,3,22000,3,1125,3,1125,8,0.08,4.88,"FALSE","no",179
"8272","within an hour",100,96,"TRUE",148,"phone_email",-33.9163931,18.4201649,"Entire home/apt",2,1,1,1,1061,2,1125,2,1125,73,2.26,4.85,"FALSE","no",91
"8273","within an hour",96,94,"TRUE",75,"phone_email",-33.91751989,18.3885285,"Entire home/apt",2,1,1,1,1308,2,90,2.7,90,5,0.77,4.8,"FALSE","no",156
"8274","within an hour",100,99,"FALSE",7,"phone_email",-34.0155566,18.3902469,"Private room",2,1,1,1,2370,1,365,1,1125,12,0.55,4.92,"TRUE","no",30
"8275","within an hour",100,99,"FALSE",165,"phone_email",-33.91748,18.38632,"Entire home/apt",2,1,1,1,980,1,365,3.8,365,9,0.48,4.56,"TRUE","no",53
"8276","within an hour",100,100,"FALSE",1,"phone_only",-33.97897,18.47932,"Entire home/apt",2,1,1,2,709,2,90,2,90,7,3.68,5,"FALSE","no",128
"8277","within a day",56,50,"FALSE",3,"phone_email",-33.95565361,18.3868718,"Entire home/apt",6,2.5,3,3,6979,7,365,7.4,365,1,0.05,5,"FALSE","yes",150
"8278","within an hour",100,97,"FALSE",2,"phone_email",-33.80901686,18.46989278,"Entire home/apt",2,1,1,1,1136,2,1125,2,1125,80,3.08,4.68,"FALSE","no",103
"8279","within a day",100,74,"TRUE",1,"phone_email",-34.19824,18.3804,"Entire home/apt",6,1.5,3,4,3192,2,1125,2,1125,41,1.69,5,"FALSE","yes",32
"8280","within an hour",100,100,"FALSE",1,"phone_email",-34.09772962,18.36767598,"Private room",2,1,1,1,440,2,365,2,365,4,0.66,4.75,"TRUE","yes",14
"8281","within a few hours",100,100,"FALSE",1,"phone_only",-33.91593,18.41931,"Entire home/apt",2,1,1,1,1312,1,365,1,365,5,0.26,5,"TRUE","yes",40
"8282","within an hour",100,91,"TRUE",9,"phone_email",-33.91405,18.42681,"Entire home/apt",2,1,1,1,1403,3,1124,3.1,1124,116,1.05,4.89,"FALSE","no",117
"8283","within a few hours",100,92,"TRUE",2,"phone_email",-34.13868,18.32664,"Private room",1,1,1,1,266,3,30,3,30,81,0.99,4.79,"FALSE","no",91
"8284","within a few hours",100,62,"FALSE",1,"phone_email",-33.95987,18.38254,"Entire home/apt",8,4,4,4,14869,5,90,4.9,90,37,0.54,4.86,"FALSE","no",77
"8285","within an hour",100,92,"TRUE",23,"phone_email",-33.80292,18.46265,"Entire home/apt",2,1,1,1,935,1,365,1.4,365,63,1.67,4.92,"FALSE","no",79
"8286","within an hour",100,43,"FALSE",2,"phone_only",-33.92846829,18.4267377,"Entire home/apt",4,2,2,2,1412,2,365,2,365,3,0.97,5,"TRUE","no",37
"8287","within an hour",100,95,"TRUE",32,"phone_email",-33.9226768,18.3808071,"Entire home/apt",4,2,2,2,3670,2,150,2,150,18,0.84,5,"FALSE","no",125
"8288","within an hour",100,100,"FALSE",108,"phone_only",-33.80853,18.4696,"Entire home/apt",2,1,1,1,2205,1,1125,2.4,1125,1,0.24,4,"TRUE","no",163
"8289","within an hour",100,92,"TRUE",2,"phone_email",-33.91798,18.38873,"Entire home/apt",2,1,1,1,1494,1,28,1,1125,28,2.06,4.93,"FALSE","no",179
"8290","within an hour",100,98,"TRUE",27,"phone_email",-33.80978922,18.46949322,"Entire home/apt",2,1,1,1,1300,3,29,3.5,731,7,0.82,4.86,"FALSE","no",120
"8291","within an hour",100,98,"TRUE",17,"phone_email",-34.09743,18.36756,"Entire home/apt",2,1,1,1,1472,3,30,3.1,898.6,97,1.65,4.8,"TRUE","no",152
"8292","within an hour",100,100,"FALSE",12,"phone_email",-34.11841789,18.82986991,"Entire home/apt",4,2,2,3,1246,2,365,4,365,5,0.6,4.4,"TRUE","no",33
"8293","within an hour",100,100,"TRUE",14,"phone_email",-33.80436,18.46337,"Entire home/apt",4,1,1,4,3375,2,1125,2.1,731,12,0.11,4.83,"TRUE","no",124
"8294","within an hour",100,99,"TRUE",6,"phone_email",-33.91067747,18.41379942,"Entire home/apt",2,1,1,1,1495,1,1125,2.8,937.1,5,1.4,4.8,"TRUE","no",106
"8295","a few days or more",38,17,"FALSE",2,"phone_email",-33.92682,18.41497,"Entire home/apt",2,1,1,2,657,2,1125,2,1125,23,0.21,4.74,"FALSE","yes",144
"8296","within an hour",99,97,"FALSE",41,"phone_email",-33.94013,18.46669,"Entire home/apt",4,1,1,2,1115,2,365,2,1125,7,0.93,4.57,"TRUE","no",24
"8297","within an hour",100,100,"FALSE",85,"phone_email",-33.88575,18.4943,"Entire home/apt",2,1,1,1,1612,1,1125,3.2,1125,14,0.16,4.86,"TRUE","yes",167
"8298","within an hour",91,99,"FALSE",10,"phone_email",-34.19792,18.45397,"Private room",4,1,2,2,2816,1,1125,1.5,731,9,0.19,4.33,"TRUE","no",146
"8299","within an hour",100,89,"FALSE",2,"phone_email",-34.14941,18.43783,"Entire home/apt",4,1,2,3,1900,2,1125,2,1125,38,0.37,4.84,"FALSE","no",148
"8300","within a few hours",100,92,"FALSE",4,"phone_email",-33.99646,18.46759,"Private room",1,1,1,1,457,5,1125,5,1125,26,0.18,4.96,"FALSE","no",119
"8301","within a few hours",100,83,"FALSE",4,"phone_email",-33.96523,18.49835,"Entire home/apt",2,1,1,1,747,2,30,2,1125,16,0.23,5,"FALSE","no",77
"8302","within an hour",100,97,"TRUE",3,"phone_email",-33.94072,18.47218,"Entire home/apt",6,2,3,3,1758,2,365,2,365,45,3.69,4.96,"TRUE","no",122
"8303","within an hour",100,90,"TRUE",72,"phone_email",-33.92456,18.4164,"Entire home/apt",2,1,1,1,882,3,365,3.3,249.4,63,1.96,4.81,"TRUE","no",153
"8304","within an hour",100,90,"FALSE",38,"phone_email",-33.9137,18.39103,"Entire home/apt",2,1,1,1,1145,1,365,1,1125,9,2.25,5,"TRUE","no",72
"8305","within an hour",96,94,"TRUE",75,"phone_email",-33.96453,18.37562,"Entire home/apt",8,3.5,4,4,20544,3,365,3.9,365,1,1,5,"FALSE","no",156
"8306","within a few hours",100,100,"FALSE",2,"phone_email",-34.10195,18.48116,"Entire home/apt",4,1,2,3,992,3,30,3,1125,12,0.59,4.83,"TRUE","no",35
"8307","within an hour",100,100,"FALSE",10,"phone_email",-33.8869,18.50998,"Entire home/apt",3,1,1,2,1672,2,365,2.4,365,1,0.11,5,"TRUE","yes",33
"8308","within an hour",100,94,"FALSE",3,"phone_email",-33.96527,18.37919,"Entire home/apt",2,1,1,1,1587,2,1125,2,1125,365,3.72,4.84,"FALSE","no",112
"8309","within an hour",100,60,"FALSE",1,"phone_email",-33.9087251,18.3963623,"Entire home/apt",2,1,1,1,1186,2,90,2,90,1,0.24,5,"FALSE","no",12
"8310","within a day",100,91,"FALSE",1,"phone_email",-33.92598,18.40514,"Entire home/apt",2,1,1,1,1380,5,365,5,365,6,0.61,5,"FALSE","yes",117
"8311","a few days or more",0,100,"FALSE",2,"phone_email",-33.80265,18.49443,"Entire home/apt",4,2,2,2,1000,1,365,1,365,1,0.13,1,"FALSE","no",17
"8312","within an hour",89,72,"FALSE",13,"phone_email",-33.8029,18.5249,"Entire home/apt",4,1,2,2,624,15,31,15,31,6,0.21,4.33,"FALSE","no",80
"8313","within an hour",100,35,"FALSE",2,"phone_email",-34.12137987,18.8311623,"Entire home/apt",6,2,3,4,1800,2,365,2,365,8,0.37,4.75,"FALSE","no",70
"8314","within an hour",100,85,"TRUE",29,"phone_email",-33.9151204,18.4172694,"Entire home/apt",4,2,2,3,4979,3,365,3,365,34,1.67,4.94,"FALSE","no",109
"8315","within an hour",100,100,"TRUE",1,"phone_email",-33.80272,18.48178,"Entire home/apt",3,1,1,2,679,2,1125,2,1125,89,1.26,4.79,"FALSE","no",112
"8316","within a few hours",67,100,"FALSE",7,"phone_email",-33.8234921,18.4933,"Private room",2,1,1,1,750,2,365,2,365,1,0.12,5,"FALSE","no",21
"8317","within an hour",100,100,"FALSE",4,"phone_email",-33.80491606,18.49737536,"Private room",2,1,1,1,405,2,365,2,365,5,0.41,4.4,"TRUE","yes",37
"8318","within an hour",100,50,"FALSE",2,"phone_email",-34.12411105,18.83167708,"Entire home/apt",6,2.5,3,3,1812,2,365,2,365,12,0.98,4.92,"FALSE","no",109
"8319","within a few hours",100,90,"TRUE",2,"phone_email",-34.01354,18.46203,"Private room",1,1,1,1,304,5,36,5,36,60,1.08,4.95,"FALSE","no",111
"8320","within an hour",100,100,"TRUE",1,"phone_email",-34.06544,18.83973,"Entire home/apt",4,1,2,3,1080,3,90,3,1125,73,1.07,4.99,"FALSE","no",100
"8321","within an hour",100,94,"TRUE",3,"phone_email",-33.95631,18.38471,"Entire home/apt",4,1.5,2,4,2600,2,365,3.8,365,261,1.9,4.93,"FALSE","no",160
"8322","within an hour",100,96,"FALSE",1,"phone_email",-33.86113305,18.65356633,"Entire home/apt",2,1,1,1,868,1,1125,1,1125,29,2.17,4.97,"TRUE","no",123
"8323","within an hour",100,99,"TRUE",6,"phone_email",-33.9165599,18.41795,"Entire home/apt",2,1,1,1,2968,1,1125,2.7,999.8,34,2.48,5,"TRUE","no",106
"8324","within a few hours",100,85,"TRUE",2,"phone_email",-34.1231859,18.451473,"Entire home/apt",3,1,1,2,1174,2,60,2,60,56,1.87,4.88,"FALSE","no",134
"8325","within an hour",100,99,"TRUE",5,"phone_email",-33.80969,18.47904,"Entire home/apt",2,1,1,1,849,2,730,2.2,1125,45,0.55,4.87,"TRUE","no",122
"8326","within an hour",100,100,"TRUE",2,"phone_email",-34.09411,18.47708,"Entire home/apt",6,2,3,4,2533,2,120,2,1125,115,1.17,4.85,"FALSE","no",119
"8327","within an hour",100,86,"FALSE",1,"phone_email",-34.1361837,18.4242897,"Entire home/apt",3,1,1,2,720,2,365,2,365,6,0.93,5,"TRUE","no",14
"8328","within an hour",100,67,"FALSE",2,"phone_email",-33.78618,18.45677,"Entire home/apt",3,1,1,2,836,3,185,3,185,30,0.38,4.8,"FALSE","yes",125
"8329","within an hour",100,90,"FALSE",176,"phone_only",-33.948,18.38379,"Entire home/apt",10,5,5,6,13626,5,1125,5,1125,27,0.24,4.93,"FALSE","no",123
"8330","within an hour",99,88,"FALSE",83,"phone_email",-33.90505,18.3994,"Entire home/apt",2,1,1,1,965,2,1125,3.9,1125,43,0.74,4.49,"TRUE","no",163
"8331","within an hour",100,85,"TRUE",2,"phone_email",-33.87001,18.6844,"Entire home/apt",2,1,1,2,951,2,365,2,365,15,0.61,4.93,"FALSE","no",32
"8332","within an hour",100,99,"TRUE",11,"phone_email",-33.91657,18.39203,"Entire home/apt",4,1,2,2,1761,2,730,2,1125,133,1.4,4.89,"FALSE","yes",142
"8333","within an hour",100,100,"TRUE",2,"phone_only",-34.02492,18.45032,"Entire home/apt",2,1,1,2,746,2,1125,2,1125,127,2.55,4.87,"TRUE","no",61
"8334","within an hour",100,91,"FALSE",2,"phone_only",-33.97592019,18.50308538,"Entire home/apt",2,1,1,1,580,3,365,3,365,6,0.62,4.83,"FALSE","no",115
"8335","within an hour",100,74,"TRUE",8,"phone_email",-33.82157,18.48436,"Private room",2,1,1,3,950,28,1125,28,1125,38,0.23,4.67,"FALSE","no",190
"8336","within an hour",100,91,"FALSE",15,"phone_email",-33.8205732,18.4805765,"Entire home/apt",2,1,1,2,1008,10,365,10,1125,7,0.31,4.71,"FALSE","yes",134
"8337","within an hour",100,100,"TRUE",1,"phone_only",-33.8527263,18.6464408,"Entire home/apt",2,1,1,1,557,2,30,2,1125,24,0.7,4.79,"TRUE","no",42
"8338","within an hour",97,74,"TRUE",35,"phone_email",-33.79132,18.48554,"Private room",2,1,1,1,589,3,730,3,730,3,0.07,5,"FALSE","no",165
"8339","within an hour",100,100,"FALSE",1,"phone_email",-33.9267119,18.41222821,"Entire home/apt",2,1,1,0,635,2,1080,2.2,1125,14,1.43,4.43,"FALSE","no",19
"8340","within an hour",100,95,"TRUE",20,"phone_email",-34.0130371,18.3777903,"Entire home/apt",4,2,2,2,2950,2,365,2,365,5,0.15,4.8,"FALSE","yes",121
"8341","within an hour",100,100,"FALSE",7,"phone_email",-33.92457,18.42047,"Entire home/apt",4,2,2,2,3362,1,28,1,731,2,0.1,1.5,"FALSE","no",78
"8342","within an hour",100,90,"FALSE",32,"phone_email",-33.92921,18.42469,"Entire home/apt",2,1,1,1,696,2,1080,2.2,1125,63,1.39,4.67,"FALSE","yes",81
"8343","within an hour",100,99,"FALSE",165,"phone_email",-33.91788443,18.38611871,"Entire home/apt",2,1,1,1,1079,1,365,3.8,365,1,0.15,3,"TRUE","no",53
"8344","within an hour",100,97,"TRUE",3,"phone_email",-33.9656,18.48912,"Entire home/apt",2,1,1,1,684,1,1125,1,1125,357,3.13,4.94,"TRUE","no",122
"8345","within a few hours",100,33,"FALSE",2,"phone_email",-34.09315,18.46193,"Entire home/apt",8,3,3,3,4500,5,21,5,21,8,0.1,5,"FALSE","yes",120
"8346","within a few hours",100,100,"FALSE",1,"phone_email",-34.1956412,18.4283581,"Entire home/apt",6,3.5,3,3,4006,3,1125,3.8,1125,24,0.71,5,"FALSE","no",49
"8347","within an hour",100,96,"TRUE",6,"phone_email",-34.0319,18.42563,"Entire home/apt",5,3,3,4,8358,3,90,3,90,6,1.05,5,"FALSE","no",105
"8348","within an hour",100,100,"FALSE",1,"phone_email",-33.92387055,18.41919836,"Entire home/apt",3,2,2,2,1204,2,365,2,365,52,1.92,4.71,"FALSE","no",35
"8349","within an hour",100,66,"FALSE",9,"phone_email",-33.889903,18.5110059,"Entire home/apt",6,2,3,3,3500,1,365,1,365,2,0.5,5,"FALSE","no",92
"8350","within an hour",86,100,"FALSE",4,"phone_email",-33.97558,18.47816,"Private room",2,1,1,1,489,2,1125,2,1125,12,0.25,4.75,"FALSE","no",84
"8351","within a few hours",90,76,"FALSE",1,"phone_email",-33.9132,18.41811,"Entire home/apt",2,1,1,1,1129,2,59,2.3,59,11,0.55,4.73,"FALSE","yes",35
"8352","within an hour",100,93,"FALSE",11,"phone_email",-34.00738,18.34713,"Entire home/apt",2,1,1,2,1080,3,1125,3,1125,27,0.48,4.85,"FALSE","yes",134
"8353","within an hour",100,92,"FALSE",1,"phone_email",-33.95967,18.38179,"Entire home/apt",8,3,4,5,8293,4,62,4,62,12,0.53,4.92,"FALSE","no",44
"8354","within an hour",100,100,"FALSE",1,"phone_email",-34.01101,18.34177,"Entire home/apt",7,3.5,4,5,5505,3,45,3,1125,87,0.73,4.85,"FALSE","no",128
"8355","within an hour",100,100,"TRUE",1,"phone_email",-33.94212,18.42432,"Entire home/apt",2,1,1,1,750,2,365,2,365,15,0.48,4.8,"FALSE","no",88
"8356","within an hour",100,100,"FALSE",1,"phone_only",-33.66835,18.57932,"Entire home/apt",2,1,1,2,546,2,28,2,28,5,0.24,5,"FALSE","no",29
"8357","within an hour",100,100,"FALSE",1,"phone_email",-33.8902309,18.5108816,"Entire home/apt",2,1,1,1,1019,2,365,2.1,1125,19,1.18,4.47,"TRUE","no",24
"8358","within an hour",80,74,"FALSE",3,"phone_only",-33.7986826,18.50924682,"Entire home/apt",2,1,1,1,676,1,365,1,365,16,0.84,4.94,"FALSE","no",48
"8359","within a day",67,60,"FALSE",1,"phone_email",-33.91057,18.4125,"Entire home/apt",2,1,0,1,807,3,30,3,30,6,0.32,4.17,"FALSE","no",85
"8360","within an hour",100,100,"TRUE",1,"phone_email",-34.02123,18.38129,"Entire home/apt",6,2.5,3,3,3563,5,28,5,28,47,1.02,5,"FALSE","no",140
"8361","within a day",100,60,"FALSE",4,"phone_email",-34.16300964,18.43120003,"Private room",2,1.5,1,2,984,2,30,2,30,1,0.03,5,"FALSE","no",114
"8362","within a few hours",100,86,"TRUE",1,"phone_email",-34.11333,18.82602,"Entire home/apt",2,1,1,1,673,3,10,3,10,14,1.49,4.71,"FALSE","no",83
"8363","within an hour",100,78,"TRUE",55,"phone_email",-34.01081,18.44147,"Entire home/apt",10,4.5,6,8,24960,7,1125,7,1125,6,0.07,4.83,"FALSE","no",126
"8364","within an hour",97,98,"TRUE",12,"phone_email",-33.9104,18.41476,"Entire home/apt",2,1,1,1,1368,1,60,1,1125,52,2.59,4.94,"FALSE","no",30
"8365","within an hour",100,98,"TRUE",1,"phone_email",-33.91030799,18.41165477,"Entire home/apt",2,2,1,1,785,2,90,2,90,77,2.77,4.92,"FALSE","no",89
"8366","within a few hours",100,96,"TRUE",3,"phone_email",-34.11553,18.4613,"Entire home/apt",12,2,5,7,5529,3,1125,4.6,1125,11,0.12,4.91,"FALSE","no",130
"8367","within a few hours",100,63,"TRUE",7,"phone_email",-33.91059,18.42128,"Entire home/apt",6,3,3,3,7358,3,1125,3,1125,81,2.36,4.93,"FALSE","yes",138
"8368","within an hour",100,100,"FALSE",1,"phone_email",-33.883159,18.6207703,"Entire home/apt",2,1,1,1,734,1,365,3.9,1125,10,2.97,5,"TRUE","yes",139
"8369","within an hour",94,99,"TRUE",21,"phone_email",-33.93619919,18.37868118,"Entire home/apt",6,3,3,4,4440,2,365,2,365,35,0.79,4.74,"TRUE","no",55
"8370","within an hour",100,77,"TRUE",2,"phone_email",-34.1400133,18.3415627,"Entire home/apt",2,1,1,1,978,3,365,3,365,12,1.34,5,"FALSE","no",124
"8371","within an hour",100,90,"FALSE",14,"phone_email",-33.91149162,18.41069296,"Entire home/apt",6,3,3,3,4905,4,365,4.3,365,10,0.95,5,"FALSE","no",141
